"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","id","is_pinned","is_quote_tweet","is_retweet","is_truncated","media/0/media_url","media/0/type","media/0/video_url","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","quote_count","quoted_tweet/#sort_index","quoted_tweet/conversation_id","quoted_tweet/created_at","quoted_tweet/favorite_count","quoted_tweet/full_text","quoted_tweet/hashtags/0","quoted_tweet/hashtags/1","quoted_tweet/hashtags/2","quoted_tweet/hashtags/3","quoted_tweet/id","quoted_tweet/is_pinned","quoted_tweet/is_quote_tweet","quoted_tweet/is_retweet","quoted_tweet/is_truncated","quoted_tweet/media/0/media_url","quoted_tweet/media/0/type","quoted_tweet/media/0/video_url","quoted_tweet/media/1/media_url","quoted_tweet/media/1/type","quoted_tweet/media/2/media_url","quoted_tweet/media/2/type","quoted_tweet/quote_count","quoted_tweet/reply_count","quoted_tweet/retweet_count","quoted_tweet/url","quoted_tweet/user_id","quoted_tweet/user_mentions/0/id_str","quoted_tweet/user_mentions/0/name","quoted_tweet/user_mentions/0/profile","quoted_tweet/user_mentions/0/screen_name","quoted_tweet/user_mentions/1/id_str","quoted_tweet/user_mentions/1/name","quoted_tweet/user_mentions/1/profile","quoted_tweet/user_mentions/1/screen_name","quoted_tweet/username","quoted_tweet/view_count","reply_count","retweet_count","startUrl","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","user_id","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/profile","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/profile","user_mentions/1/screen_name","username","view_count"
"1310306271418109953","2020-09-27T19:52:14.000Z","74887","Someone wake me up 💡",,,,,"1310306271418109953","false","false","false","false",,,,,,,,,,"1035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7336","11223","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1310306271418109953",,,,"427929010",,,,,,,,,"itsLaycon",
"1314116761420271616","2020-10-08T08:13:45.000Z","72936","Define grace.. https://t.co/EXpGgozEs4",,,,,"1314116761420271616","false","false","false","false","https://pbs.twimg.com/media/EjyuOErWAAEd08-.jpg","photo",,,,,,,,"652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2852","6933","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1314116761420271616",,,,"427929010",,,,,,,,,"itsLaycon",
"1313528454869069828","2020-10-06T17:16:02.000Z","67301","Ogun State Youth Ambassador 💡",,,,,"1313528454869069828","false","false","false","false",,,,,,,,,,"759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3639","7823","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1313528454869069828",,,,"427929010",,,,,,,,,"itsLaycon",
"1311219640350257152","2020-09-30T08:21:38.000Z","59654","Looking through all the iCON love.. UNA TOO MUCH ABEG! 💡 https://t.co/CQ25TwXlVF",,,,,"1311219640350257152","false","false","false","false","https://pbs.twimg.com/media/EjJjTouX0AAfdZ3.jpg","photo",,,,,,,,"304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2210","5733","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1311219640350257152",,,,"427929010",,,,,,,,,"itsLaycon",
"1325232351396376576","2020-11-08T00:23:08.000Z","58380","Go go go Conny! Its your birthday!!!! https://t.co/TTOfRbwebp",,,,,"1325232351396376576","false","false","false","false","https://pbs.twimg.com/media/EmQrymNW8AMS_SA.jpg","photo",,,,,,,,"2558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6834","8356","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1325232351396376576",,,,"427929010",,,,,,,,,"itsLaycon",
"1313151605123014657","2020-10-05T16:18:34.000Z","56788","Girl you got me changing ways 🎶 
#LayconXComeWithMe https://t.co/nKlwOIQtn3","LayconXComeWithMe",,,,"1313151605123014657","false","false","false","false","https://pbs.twimg.com/media/EjlAY2XX0AENMJ5.jpg","photo",,,,,,,,"626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2529","6422","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1313151605123014657",,,,"427929010",,,,,,,,,"itsLaycon",
"1311626575788507136","2020-10-01T11:18:39.000Z","52541","#LayconMediaTour 🔥 https://t.co/bTmkJdW0Xh","LayconMediaTour",,,,"1311626575788507136","false","false","false","false","https://pbs.twimg.com/media/EjPVag8XYAAyuiC.jpg","photo",,,,,,,,"384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1545","5016","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1311626575788507136",,,,"427929010",,,,,,,,,"itsLaycon",
"1329166188119789574","2020-11-18T20:54:48.000Z","50244","I will be a billionaire. 
🙏🏽♥️",,,,,"1329166188119789574","false","false","false","false",,,,,,,,,,"1534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2713","5067","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1329166188119789574",,,,"427929010",,,,,,,,,"itsLaycon",
"1320429078772633600","2020-10-25T18:16:39.000Z","48103","Going through my mentions and I see  my FANmily #iCONs have missed me.
The love from my FANmily is still 100%.
❤️+💡 https://t.co/wl73g5YrvO","iCONs",,,,"1320429078772633600","false","false","false","false","https://pbs.twimg.com/media/ElMbP6sWMAAo7Wr.jpg","photo",,,,,,,,"550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2319","6550","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1320429078772633600",,,,"427929010",,,,,,,,,"itsLaycon",
"1332627116161200130","2020-11-28T10:07:18.000Z","47165","If we were a boy band, what name would you call us? https://t.co/xvuv28FsGL",,,,,"1332627116161200130","false","false","false","false","https://pbs.twimg.com/media/En5xLDyXUAE_I55.jpg","photo",,,,,,,,"616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1975","3472","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1332627116161200130",,,,"427929010",,,,,,,,,"itsLaycon",
"1322887959692136449","2020-11-01T13:07:22.000Z","45566","Yes! I'm so excited to join the @oppomobileng Family! Expect a lot of amazing things! #OPPOxLaycon https://t.co/gDAVAd88QH","OPPOxLaycon",,,,"1322887959692136449","false","false","false","false","https://pbs.twimg.com/media/ElvXlC4W0AMFwMS.jpg","photo",,"https://pbs.twimg.com/media/ElvXlPTWoAIFaLu.jpg","photo","https://pbs.twimg.com/media/ElvXlccWoAAwClP.jpg","photo","https://pbs.twimg.com/media/ElvXlpcXUAYS2bG.jpg","photo","1475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3139","7610","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1322887959692136449",,,,"427929010",,,,,,,,,"itsLaycon",
"1314522280597356544","2020-10-09T11:05:08.000Z","43833","We all deserve to be safe in our neighbourhood. The brutality and social injustice that we are currently experiencing must end NOW. We want total reform from the top to bottom! 

#EndSARSProtests","EndSARSProtests",,,,"1314522280597356544","false","false","false","false",,,,,,,,,,"487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"876","15411","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1314522280597356544",,,,"427929010",,,,,,,,,"itsLaycon",
"1311031539082330114","2020-09-29T19:54:11.000Z","42993","GUESS WHO’S BACK ?!!!",,,,,"1311031539082330114","false","false","false","false",,,,,,,,,,"565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4474","5004","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1311031539082330114",,,,"427929010",,,,,,,,,"itsLaycon",
"1312726746660327424","2020-10-04T12:10:20.000Z","43178","#EndSARS #LayconXAccolades https://t.co/RgV5dQKm6f","EndSARS","LayconXAccolades",,,"1312726746660327424","false","false","false","false","https://pbs.twimg.com/ext_tw_video_thumb/1312726580494569473/pu/img/TNF_BK5qU4U3SGkD.jpg","video","https://video.twimg.com/ext_tw_video/1312726580494569473/pu/vid/720x400/x1zYCs1UlGuou8Ka.mp4?tag=10",,,,,,,"873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1312","12320","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1312726746660327424",,,,"427929010",,,,,,,,,"itsLaycon","147770"
"1317814082083446784","2020-10-18T13:05:35.000Z","42284","Awa Fierce !!!",,,,,"1317814082083446784","false","false","false","false",,,,,,,,,,"342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1112","11071","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1317814082083446784",,,,"427929010",,,,,,,,,"itsLaycon",
"1313787035426189312","2020-10-07T10:23:32.000Z","40670","GRATITUDE.
❤️+💡",,,,,"1313787035426189312","false","false","false","false",,,,,,,,,,"196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1567","4231","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1313787035426189312",,,,"427929010",,,,,,,,,"itsLaycon",
"1318112511795908608","2020-10-19T08:51:26.000Z","39263","500k family ♥️♥️♥️♥️
I love you guys so much.
♥️+💡",,,,,"1318112511795908608","false","false","false","false",,,,,,,,,,"320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1958","7109","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1318112511795908608",,,,"427929010",,,,,,,,,"itsLaycon",
"1324404226848600065","2020-11-05T17:32:28.000Z","39599","MY BIRTHDAY ON SUNDAY 😌😌😌",,,,,"1324404226848600065","false","false","false","false",,,,,,,,,,"939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3096","4193","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1324404226848600065",,,,"427929010",,,,,,,,,"itsLaycon",
"1310316773955325952","2020-09-27T20:33:58.000Z","39376","Congratulations iCONs! God did it! Y'all did it!!!

#LayCONGRATULATIONS https://t.co/W8Wq3CwDLG","LayCONGRATULATIONS",,,,"1310316773955325952","false","false","false","false","https://pbs.twimg.com/media/Ei8uKENXkAUYZ3z.jpg","photo",,,,,,,,"226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1478","5465","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1310316773955325952",,,,"427929010",,,,,,,,,"itsLaycon",
"1325401888670556162","2020-11-08T11:36:49.000Z","39380","The kid brought light to darkness

❤️&amp;💡 https://t.co/abPqhuffG1",,,,,"1325401888670556162","false","false","false","false","https://pbs.twimg.com/media/EmTF8JmWEAEQWNT.jpg","photo",,,,,,,,"815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1451","4793","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1325401888670556162",,,,"427929010",,,,,,,,,"itsLaycon",
"1324789018635214848","2020-11-06T19:01:30.000Z","39307","#OzLay 
♥️+💡 https://t.co/pw9xgMyzEy","OzLay",,,,"1324789018635214848","false","false","false","false","https://pbs.twimg.com/media/EmKYkp3XUAA1XKp.jpg","photo",,,,,,,,"262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"940","3385","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1324789018635214848",,,,"427929010",,,,,,,,,"itsLaycon",
"1317938672361213955","2020-10-18T21:20:40.000Z","37747","E still dey be like dream for my eyes.",,,,,"1317938672361213955","false","false","false","false",,,,,,,,,,"293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1407","8637","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1317938672361213955",,,,"427929010",,,,,,,,,"itsLaycon",
"1318655798243885057","2020-10-20T20:50:16.000Z","36118","This is Tyranny. 
We’re being governed by Tyrants.
💔💔💔",,,,,"1318655798243885057","false","false","false","false",,,,,,,,,,"290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577","23024","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1318655798243885057",,,,"427929010",,,,,,,,,"itsLaycon",
"1315671387001049090","2020-10-12T15:11:17.000Z","35321","HOW CAN THE POLICE BE SHOOTING AT CITIZENS PROTESTING POLICE BRUTALITY????? #EndPoliceBrutality #EndSarsNow","EndPoliceBrutality","EndSarsNow",,,"1315671387001049090","false","false","false","false",,,,,,,,,,"505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"832","21175","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1315671387001049090",,,,"427929010",,,,,,,,,"itsLaycon",
"1329752766076563456","2020-11-20T11:45:39.000Z","35600","Wait !!!
😳😳😳
700k 😭😭😭😭
I love you guys ❤️
♥️+💡",,,,,"1329752766076563456","false","false","false","false",,,,,,,,,,"267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1654","2339","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1329752766076563456",,,,"427929010",,,,,,,,,"itsLaycon",
"1339488659339431938","2020-12-17T08:32:37.000Z","35199","Congratulations Icons 🥳
❤️+💡",,,,,"1339488659339431938","false","false","false","false",,,,,,,,,,"303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1610","2931","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1339488659339431938",,,,"427929010",,,,,,,,,"itsLaycon",
"1318919109707431936","2020-10-21T14:16:34.000Z","34836","All these because we asked for an end to police brutality. 😭😭💔💔💔",,,,,"1318919109707431936","false","false","false","false",,,,,,,,,,"293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"849","16934","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1318919109707431936",,,,"427929010",,,,,,,,,"itsLaycon",
"1350778424114163712","2021-01-17T12:14:07.000Z","34428","Purpose! https://t.co/1mxxj3HXiW",,,,,"1350778424114163712","false","false","false","false","https://pbs.twimg.com/media/Er7t0M9XcAMYNX8.jpg","photo",,,,,,,,"177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"931","2984","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1350778424114163712",,,,"427929010",,,,,,,,,"itsLaycon",
"1481541536055709696","2022-01-13T08:20:02.000Z","34459","I beg of you, GET YOUR PVC!",,,,,"1481541536055709696","false","false","false","false",,,,,,,,,,"495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1409","8719","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1481541536055709696",,,,"427929010",,,,,,,,,"itsLaycon",
"1311730736374972417","2020-10-01T18:12:32.000Z","33628","1/4

60 years ago, we transitioned from struggle to freedom as a Nation. We will never forget the patriotism of the brave hearts who gave life and limb to see a free Nation. May we continue to grow in true freedom, peace, unity,
#LayconMediaTour https://t.co/QSjEUw38OE","LayconMediaTour",,,,"1311730736374972417","false","false","false","false","https://pbs.twimg.com/media/EjQ0IJtXgAEXkn7.jpg","photo",,"https://pbs.twimg.com/media/EjQ0JE8WsAAN052.jpg","photo",,,,,"213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1103","3731","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1311730736374972417",,,,"427929010",,,,,,,,,"itsLaycon",
"1311083208595955718","2020-09-29T23:19:30.000Z","33073","Abeg make una gist me about sports na 😭😭",,,,,"1311083208595955718","false","false","false","false",,,,,,,,,,"162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1482","2212","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1311083208595955718",,,,"427929010",,,,,,,,,"itsLaycon",
"1319727452483190786","2020-10-23T19:48:38.000Z","33392","I love you guys so so much.
Icons !!!
♥️+💡",,,,,"1319727452483190786","false","false","false","false",,,,,,,,,,"432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2504","4478","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1319727452483190786",,,,"427929010",,,,,,,,,"itsLaycon",
"1309598556823707648","2020-09-25T21:00:01.000Z","33128","Thank you iCONs!!! 🙏🏾",,,,,"1309598556823707648","false","false","false","false",,,,,,,,,,"331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2062","4311","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1309598556823707648",,,,"427929010",,,,,,,,,"itsLaycon",
"1314202733394776064","2020-10-08T13:55:23.000Z","32426","I'm on the cover of @TIDAL Rising Nigeria! #iCONic ♥️+💡 https://t.co/KQQmEdoRPL https://t.co/GXnC4QQaQy","iCONic",,,,"1314202733394776064","false","false","false","false","https://pbs.twimg.com/media/Ejz8aK6UwAERZU6.jpg","photo",,,,,,,,"352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"906","3995","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1314202733394776064","tidal.com/playlist/11817…","https://tidal.com/playlist/1181792f-1a0a-4a02-abfb-4187b07dec75","https://t.co/KQQmEdoRPL","427929010","2679055230","TIDAL","https://twitter.com/TIDAL","TIDAL",,,,,"itsLaycon",
"1317167571620212736","2020-10-16T18:16:35.000Z","31998","🕯 🕯 🕯",,,,,"1317167571620212736","false","false","false","false",,,,,,,,,,"206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"841","12778","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1317167571620212736",,,,"427929010",,,,,,,,,"itsLaycon",
"1302694280482484226","2020-09-06T19:44:54.000Z","31795","Thank you iCONs! You will find grace and favour everywhere you go.. Agbeleshebioba!
#ThankYouiCONs
#BBNaija","ThankYouiCONs","BBNaija",,,"1302694280482484226","false","false","false","false",,,,,,,,,,"276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1686","4359","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1302694280482484226",,,,"427929010",,,,,,,,,"itsLaycon",
"1314976594558148608","2020-10-10T17:10:25.000Z","31564","You don’t have to go through it to speak about it or make a change, you just gotta give a damn !
God bless everyone protesting and everyone lending a voice in one way or another. The will of the people is the will of the State.  ❤️+💡

#EndSARS #EndPoliceBrutality #EndSarsNow","EndSARS","EndPoliceBrutality","EndSarsNow",,"1314976594558148608","false","false","false","false",,,,,,,,,,"288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"603","15938","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1314976594558148608",,,,"427929010",,,,,,,,,"itsLaycon",
"1325173693060960257","2020-11-07T20:30:03.000Z","31045","Go CONNY.... It's Our birthday !!!!",,,,,"1325173693060960257","false","false","false","false",,,,,,,,,,"624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2058","3175","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1325173693060960257",,,,"427929010",,,,,,,,,"itsLaycon",
"1313486108576145416","2020-10-06T14:27:46.000Z","30350","OGS !!! ❤️",,,,,"1313486108576145416","false","false","false","false",,,,,,,,,,"216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"969","2485","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1313486108576145416",,,,"427929010",,,,,,,,,"itsLaycon",
"1315724295654473729","2020-10-12T18:41:31.000Z","30117","#FreeOjahbee !!!","FreeOjahbee",,,,"1315724295654473729","false","false","false","false",,,,,,,,,,"227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"394","15973","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1315724295654473729",,,,"427929010",,,,,,,,,"itsLaycon",
"1336569980800917505","2020-12-09T07:14:50.000Z","30554","09-12-2017.
RIP DAD.
💔.",,,,,"1336569980800917505","false","false","false","false",,,,,,,,,,"292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2456","1808","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1336569980800917505",,,,"427929010",,,,,,,,,"itsLaycon",
"1326943921835012096","2020-11-12T17:44:19.000Z","30226","Who Is Laycon?",,,,,"1326943921835012096","false","false","false","false",,,,,,,,,,"601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3158","2277","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1326943921835012096",,,,"427929010",,,,,,,,,"itsLaycon",
"1311772560972021761","2020-10-01T20:58:44.000Z","29468","#VEEHIVES ❤️+💡 always.","VEEHIVES",,,,"1311772560972021761","false","false","false","false",,,,,,,,,,"107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"726","2431","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1311772560972021761",,,,"427929010",,,,,,,,,"itsLaycon",
"1335019479156318215","2020-12-05T00:33:41.000Z","29774","1M views... I woke up to this!!!
❤️❤️🙏🏽🙏🏽",,,,,"1335019479156318215","false","false","false","false",,,,,,,,,,"190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"804","1767","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1335019479156318215",,,,"427929010",,,,,,,,,"itsLaycon",
"1321979784931516416","2020-10-30T00:58:36.000Z","29483","You are not an *UPCOMING* artist, you are a growing artist. SO KEEP GROWING!!!",,,,,"1321979784931516416","false","false","false","false",,,,,,,,,,"233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"583","3970","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1321979784931516416",,,,"427929010",,,,,,,,,"itsLaycon",
"1625200979552440337","2023-02-13T18:31:22.000Z","31792","Girl na only you, no competition 🫶🏽 https://t.co/wi4mN32bUa",,,,,"1625200979552440337","false","false","false","false","https://pbs.twimg.com/media/Fo3frArXsAA_c0d.jpg","photo",,"https://pbs.twimg.com/media/Fo3frArWAAAq-9Q.jpg","photo","https://pbs.twimg.com/media/Fo3frAyWcAAMjdt.jpg","photo","https://pbs.twimg.com/media/Fo3frAqWYAEAFB0.jpg","photo","246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"461","2347","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1625200979552440337",,,,"427929010",,,,,,,,,"itsLaycon","1395687"
"1325755529612947458","2020-11-09T11:02:04.000Z","29382","Yesterday was 8/11, the day of my birth and iCONs did what I personally consider the unimaginable. https://t.co/w8AIZgIpTH",,,,,"1325755529612947458","false","false","false","false","https://pbs.twimg.com/media/EmYHm__XMAAKfR2.jpg","photo",,,,,,,,"199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"740","3091","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1325755529612947458",,,,"427929010",,,,,,,,,"itsLaycon",
"1317471388085768192","2020-10-17T14:23:51.000Z","28340","Osimhen !!! 🇳🇬
♥️+💡",,,,,"1317471388085768192","false","false","false","false",,,,,,,,,,"67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336","7922","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1317471388085768192",,,,"427929010",,,,,,,,,"itsLaycon",
"1516367941373210624","2022-04-19T10:47:44.000Z","29503","I remain my true Original self! 🐺 https://t.co/Fms5NCWD1J",,,,,"1516367941373210624","false","false","false","false","https://pbs.twimg.com/media/FQs4mPzXwAEsJ2H.jpg","photo",,,,,,,,"205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"803","1796","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1516367941373210624",,,,"427929010",,,,,,,,,"itsLaycon",
"1336745557008801793","2020-12-09T18:52:30.000Z","28886","🐺 https://t.co/hwYvKuIYdU",,,,,"1336745557008801793","false","false","false","false","https://pbs.twimg.com/media/Eo0S6yZW4AkyNsB.jpg","photo",,,,,,,,"394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1053","1949","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1336745557008801793",,,,"427929010",,,,,,,,,"itsLaycon",
"1325389716527738880","2020-11-08T10:48:27.000Z","28576","I LOVE YOU GUYS SO MUCH ♥️♥️😭😭",,,,,"1325389716527738880","false","false","false","false",,,,,,,,,,"373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1551","2440","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1325389716527738880",,,,"427929010",,,,,,,,,"itsLaycon",
"1343227923495575552","2020-12-27T16:11:07.000Z","28208","800k twitter FANMILY.
I LOVE YOU GUYS SO SO MUCH
THANKS.

❤️+💡",,,,,"1343227923495575552","false","false","false","false",,,,,,,,,,"179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1191","2347","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1343227923495575552",,,,"427929010",,,,,,,,,"itsLaycon",
"1371209293920403457","2021-03-14T21:19:06.000Z","28073","Congratulations to Wiz &amp; Burna 🥳🥳🥳",,,,,"1371209293920403457","false","false","false","false",,,,,,,,,,"81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"337","3008","https://twitter.com/itsLaycon/with_replies","https://twitter.com/itsLaycon/status/1371209293920403457",,,,"427929010",,,,,,,,,"itsLaycon",
